record_id,year,place,canoe,club,division,gender,boat_type,age_category,club_raw,division_raw,canoe_raw,finish_time_raw,finish_time_clean,raw_finish_seconds,finish_time,start_adjustment_seconds,start_adjustment_minutes,adjusted_finish_seconds,adjusted_finish_time,is_dq,dq_time_text,is_santa_barbara,race_field_size,race_finish_count,race_unlimited_count,race_spec_count,race_unlimited_share,division_field_size,division_finish_count,performance_percentile
467,2011,1,116,Lanakila Outrigger Canoe Club,women - spec,Women,Spec,Open,Lanakila,Women - Spec,116,4:53:18,4:53:18,17598,4:53:18,0,0,17598,4:53:18,FALSE,,FALSE,59,59,0,12,0,12,12,1
468,2011,2,300,Newport Aquatic Center (NAC),women - spec,Women,Spec,Open,NAC,Women - Spec,300,4:57:32,4:57:32,17852,4:57:32,0,0,17852,4:57:32,FALSE,,FALSE,59,59,0,12,0,12,12,0.9090909090909091
469,2011,3,25,Kai Elua Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Kai Elua,Co-Ed - Open,25,5:01:22,5:01:22,18082,5:01:22,-1200,-20,16882,4:41:22,FALSE,,FALSE,59,59,0,12,0,21,21,1
470,2011,4,118,Outrigger Canoe Club,women - spec,Women,Spec,Open,Outrigger Canoe Club,Women - Spec,118,5:02:15,5:02:15,18135,5:02:15,0,0,18135,5:02:15,FALSE,,FALSE,59,59,0,12,0,12,12,0.8181818181818181
471,2011,5,6,Hanohano Outrigger Canoe Club,women - spec,Women,Spec,Open,Hanohano,Women - Spec,6,5:06:31,5:06:31,18391,5:06:31,0,0,18391,5:06:31,FALSE,,FALSE,59,59,0,12,0,12,12,0.7272727272727273
472,2011,6,135,Marina del Rey Outrigger Canoe Club,women - spec,Women,Spec,Open,Marina,Women - Spec,135,5:07:20,5:07:20,18440,5:07:20,0,0,18440,5:07:20,FALSE,,FALSE,59,59,0,12,0,12,12,0.6363636363636364
473,2011,7,619,Kai Elua Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Kai Elua,Co-Ed - Open,619,5:14:14,5:14:14,18854,5:14:14,-1200,-20,17654,4:54:14,FALSE,,FALSE,59,59,0,12,0,21,21,0.95
474,2011,8,302,Newport Aquatic Center (NAC),co-ed - open,Co-Ed,Other,Open,NAC,Co-Ed - Open,302,5:14:38,5:14:38,18878,5:14:38,-1200,-20,17678,4:54:38,FALSE,,FALSE,59,59,0,12,0,21,21,0.9
475,2011,9,34C,SD Wavechaser Hui Wa'a,women - masters,Women,Other,Masters,SD Wavechaser Hui Wa'a,Women - Masters,34C,5:17:55,5:17:55,19075,5:17:55,0,0,19075,5:17:55,FALSE,,FALSE,59,59,0,12,0,8,8,1
476,2011,10,104,Lanakila Outrigger Canoe Club,women - bradley,Women,Other,Open,Lanakila,Women - Bradley,104,5:24:17,5:24:17,19457,5:24:17,0,0,19457,5:24:17,FALSE,,FALSE,59,59,0,12,0,10,10,1
477,2011,11,133,Marina del Rey Outrigger Canoe Club,women - bradley,Women,Other,Open,Marina,Women - Bradley,133,5:29:52,5:29:52,19792,5:29:52,0,0,19792,5:29:52,FALSE,,FALSE,59,59,0,12,0,10,10,0.8888888888888888
478,2011,12,2,Hanohano Outrigger Canoe Club,women - bradley,Women,Other,Open,Hanohano,Women - Bradley,2,5:31:22,5:31:22,19882,5:31:22,0,0,19882,5:31:22,FALSE,,FALSE,59,59,0,12,0,10,10,0.7777777777777778
479,2011,13,16,Imua Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Imua,Co-Ed - Open,16,5:33:38,5:33:38,20018,5:33:38,-1200,-20,18818,5:13:38,FALSE,,FALSE,59,59,0,12,0,21,21,0.85
480,2011,14,42,Offshore Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Offshore,Co-Ed - Open,42,5:38:12,5:38:12,20292,5:38:12,-1200,-20,19092,5:18:12,FALSE,,FALSE,59,59,0,12,0,21,21,0.8
481,2011,15,104X,Tamalpias,women - masters,Women,Other,Masters,Tamalpias,Women - Masters,104X,5:38:14,5:38:14,20294,5:38:14,0,0,20294,5:38:14,FALSE,,FALSE,59,59,0,12,0,8,8,0.8571428571428572
482,2011,16,40,Lanakila Outrigger Canoe Club,women - bradley,Women,Other,Open,Lanakila,Women - Bradley,40,5:38:19,5:38:19,20299,5:38:19,0,0,20299,5:38:19,FALSE,,FALSE,59,59,0,12,0,10,10,0.6666666666666667
483,2011,17,73,Ka Nai'a Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Ka Nai'a,Co-Ed - Open,73,5:38:48,5:38:48,20328,5:38:48,-1200,-20,19128,5:18:48,FALSE,,FALSE,59,59,0,12,0,21,21,0.75
484,2011,18,141,Santa Barbara Outrigger Canoe Club,women - spec,Women,Spec,Open,Santa Barbara,Women - Spec,141,5:38:59,5:38:59,20339,5:38:59,0,0,20339,5:38:59,FALSE,,TRUE,59,59,0,12,0,12,12,0.5454545454545454
485,2011,19,28,Oceanside Outrigger Canoe Club,women - bradley,Women,Other,Open,Oceanside,Women - Bradley,28,5:40:37,5:40:37,20437,5:40:37,0,0,20437,5:40:37,FALSE,,FALSE,59,59,0,12,0,10,10,0.5555555555555556
486,2011,20,X3,Newport Aquatic Center (NAC),men - 19 under,Men,Other,19 & Under,NAC,Men - 19 Under,X3,5:43:23,5:43:23,20603,5:43:23,0,0,20603,5:43:23,FALSE,,FALSE,59,59,0,12,0,2,2,1
487,2011,21,27,Imua Outrigger Canoe Club,women - masters,Women,Other,Masters,Imua,Women - Masters,27,5:43:24,5:43:24,20604,5:43:24,0,0,20604,5:43:24,FALSE,,FALSE,59,59,0,12,0,8,8,0.7142857142857143
488,2011,22,4,Dana Outrigger Canoe Club,women - bradley,Women,Other,Open,Dana,Women - Bradley,4,5:44:46,5:44:46,20686,5:44:46,0,0,20686,5:44:46,FALSE,,FALSE,59,59,0,12,0,10,10,0.4444444444444444
489,2011,23,X1,Lanakila Outrigger Canoe Club,women - 19 & under,Women,Other,19 & Under,Lanakila,Women - 19 & Under,X1,5:46:10,5:46:10,20770,5:46:10,0,0,20770,5:46:10,FALSE,,FALSE,59,59,0,12,0,1,1,
490,2011,24,81,Offshore Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Offshore,Co-Ed - Open,81,5:50:10,5:50:10,21010,5:50:10,-1200,-20,19810,5:30:10,FALSE,,FALSE,59,59,0,12,0,21,21,0.7
491,2011,25,X2,Dana Outrigger Canoe Club,men - 19 under,Men,Other,19 & Under,Dana 5:30:57,Men - 19 Under,X2,5:50:57,5:50:57,21057,5:50:57,0,0,21057,5:50:57,FALSE,,FALSE,59,59,0,12,0,2,2,0
492,2011,26,94,Kahakai Outrigger Canoe Club,women - spec,Women,Spec,Open,Kahakai,Women - Spec,94,5:55:09,5:55:09,21309,5:55:09,0,0,21309,5:55:09,FALSE,,FALSE,59,59,0,12,0,12,12,0.4545454545454546
493,2011,27,333,Newport Aquatic Center (NAC),co-ed - open,Co-Ed,Other,Open,NAC,Co-Ed - Open,333,5:56:21,5:56:21,21381,5:56:21,-1200,-20,20181,5:36:21,FALSE,,FALSE,59,59,0,12,0,21,21,0.65
494,2011,28,33,Nahoa Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Nahoa,Co-Ed - Open,33,5:57:43,5:57:43,21463,5:57:43,-1200,-20,20263,5:37:43,FALSE,,FALSE,59,59,0,12,0,21,21,0.6
495,2011,29,92,Dana Outrigger Canoe Club,women - senior masters,Women,Other,Senior Masters,Dana,Women - Senior Masters,92,5:57:46,5:57:46,21466,5:57:46,0,0,21466,5:57:46,FALSE,,FALSE,59,59,0,12,0,2,2,1
496,2011,30,144,Outrigger Santa Cruz,women - masters,Women,Other,Masters,Santa Cruz,Women - Masters,144,5:59:20,5:59:20,21560,5:59:20,0,0,21560,5:59:20,FALSE,,FALSE,59,59,0,12,0,8,8,0.5714285714285714
497,2011,31,33X,Hui Wa'a Outrigger Canoe Club,women - masters,Women,Other,Masters,Hui Waa,Women - Masters,33X,5:59:59,5:59:59,21599,5:59:59,0,0,21599,5:59:59,FALSE,,FALSE,59,59,0,12,0,8,8,0.4285714285714286
498,2011,32,31,Ka Nai'a Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Ka Nai'a,Co-Ed - Open,31,6:01:35,6:01:35,21695,6:01:35,-1200,-20,20495,5:41:35,FALSE,,FALSE,59,59,0,12,0,21,21,0.55
499,2011,33,48,Kahakai Outrigger Canoe Club,women - senior masters,Women,Other,Senior Masters,Kahakai,Women - Senior Masters,48,6:02:29,6:02:29,21749,6:02:29,0,0,21749,6:02:29,FALSE,,FALSE,59,59,0,12,0,2,2,0
500,2011,34,140,Santa Barbara Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Santa Barbara,Co-Ed - Open,140,6:02:35,6:02:35,21755,6:02:35,-1200,-20,20555,5:42:35,FALSE,,TRUE,59,59,0,12,0,21,21,0.5
501,2011,35,20,Hokuloa,co-ed - open,Co-Ed,Other,Open,Hokuloa,Co-Ed - Open,20,6:02:42,6:02:42,21762,6:02:42,-1200,-20,20562,5:42:42,FALSE,,FALSE,59,59,0,12,0,21,21,0.44999999999999996
502,2011,36,64,San Diego Outrigger Canoe Club,women - bradley,Women,Other,Open,San Diego,Women - Bradley,64,6:05:26,6:05:26,21926,6:05:26,0,0,21926,6:05:26,FALSE,,FALSE,59,59,0,12,0,10,10,0.33333333333333337
503,2011,37,102,Hookahi Puuwai Outrigger,co-ed - open,Co-Ed,Other,Open,Hookahi Puuwai Outrigger,Co-Ed - Open,102,6:06:38,6:06:38,21998,6:06:38,-1200,-20,20798,5:46:38,FALSE,,FALSE,59,59,0,12,0,21,21,0.4
504,2011,38,117,Pu Pu O Hawaii OCC,women - golden masters,Women,Other,Golden Masters,Pu Pu O Hawaii OCC,Women - Golden Masters,117,6:08:00,6:08:00,22080,6:08:00,0,0,22080,6:08:00,FALSE,,FALSE,59,59,0,12,0,3,3,1
505,2011,39,D7,Dana Outrigger Canoe Club,women - golden masters,Women,Other,Golden Masters,Dana,Women - Golden Masters,D7,6:10:28,6:10:28,22228,6:10:28,0,0,22228,6:10:28,FALSE,,FALSE,59,59,0,12,0,3,3,0.5
506,2011,40,334,Makapo Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Makapo,Co-Ed - Open,334,6:10:50,6:10:50,22250,6:10:50,-1200,-20,21050,5:50:50,FALSE,,FALSE,59,59,0,12,0,21,21,0.35
507,2011,41,107,Kai Elua Outrigger Canoe Club,women - bradley,Women,Other,Open,Kai Elua,Women - Bradley,107,6:11:30,6:11:30,22290,6:11:30,0,0,22290,6:11:30,FALSE,,FALSE,59,59,0,12,0,10,10,0.2222222222222222
508,2011,42,XX,Lanakila Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Lanakila,Co-Ed - Open,XX,6:11:47,6:11:47,22307,6:11:47,-1200,-20,21107,5:51:47,FALSE,,FALSE,59,59,0,12,0,21,21,0.30000000000000004
509,2011,43,158,Pale Kai Outrigger Canoe Club,women - spec,Women,Spec,Open,Pale Kai,Women - Spec,158,6:12:05,6:12:05,22325,6:12:05,0,0,22325,6:12:05,FALSE,,FALSE,59,59,0,12,0,12,12,0.36363636363636365
510,2011,44,179,Hanohano Outrigger Canoe Club,women - masters,Women,Other,Masters,Hanohano,Women - Masters,179,6:12:11,6:12:11,22331,6:12:11,0,0,22331,6:12:11,FALSE,,FALSE,59,59,0,12,0,8,8,0.2857142857142857
511,2011,45,74,Santa Barbara Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Santa Barbara,Co-Ed - Open,74,6:13:29,6:13:29,22409,6:13:29,-1200,-20,21209,5:53:29,FALSE,,TRUE,59,59,0,12,0,21,21,0.25
512,2011,46,303,Oceanside Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Oceanside,Co-Ed - Open,303,6:14:42,6:14:42,22482,6:14:42,-1200,-20,21282,5:54:42,FALSE,,FALSE,59,59,0,12,0,21,21,0.19999999999999996
513,2011,47,101,Oceanside Outrigger Canoe Club,women - golden masters,Women,Other,Golden Masters,Oceanside,Women - Golden Masters,101,6:15:16,6:15:16,22516,6:15:16,0,0,22516,6:15:16,FALSE,,FALSE,59,59,0,12,0,3,3,0
514,2011,48,132,Marina del Rey Outrigger Canoe Club,women - spec,Women,Spec,Open,Marina,Women - Spec,132,6:17:16,6:17:16,22636,6:17:16,0,0,22636,6:17:16,FALSE,,FALSE,59,59,0,12,0,12,12,0.2727272727272727
515,2011,49,112,Dana Outrigger Canoe Club,women - masters,Women,Other,Masters,Dana,Women - Masters,112,6:18:47,6:18:47,22727,6:18:47,0,0,22727,6:18:47,FALSE,,FALSE,59,59,0,12,0,8,8,0.1428571428571429
516,2011,50,77,Newport Outrigger Canoe Club,women - bradley,Women,Other,Open,Newport,Women - Bradley,77,6:20:41,6:20:41,22841,6:20:41,0,0,22841,6:20:41,FALSE,,FALSE,59,59,0,12,0,10,10,0.11111111111111116
517,2011,51,213,Oxnard,women - spec,Women,Spec,Open,Oxnard,Women - Spec,213,6:21:30,6:21:30,22890,6:21:30,0,0,22890,6:21:30,FALSE,,FALSE,59,59,0,12,0,12,12,0.18181818181818177
518,2011,52,54,Offshore Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Offshore,Co-Ed - Open,54,6:22:27,6:22:27,22947,6:22:27,-1200,-20,21747,6:02:27,FALSE,,FALSE,59,59,0,12,0,21,21,0.15000000000000002
519,2011,53,5,Dana Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Dana,Co-Ed - Open,5,6:24:59,6:24:59,23099,6:24:59,-1200,-20,21899,6:04:59,FALSE,,FALSE,59,59,0,12,0,21,21,0.09999999999999998
520,2011,54,169,Hanohano Outrigger Canoe Club,women - spec,Women,Spec,Open,Hanohano,Women - Spec,169,6:25:22,6:25:22,23122,6:25:22,0,0,23122,6:25:22,FALSE,,FALSE,59,59,0,12,0,12,12,0.09090909090909094
521,2011,55,18,San Diego Outrigger Canoe Club,women - bradley,Women,Other,Open,San Diego,Women - Bradley,18,6:26:25,6:26:25,23185,6:26:25,0,0,23185,6:26:25,FALSE,,FALSE,59,59,0,12,0,10,10,0
522,2011,56,11,Imua Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Imua,Co-Ed - Open,11,6:27:12,6:27:12,23232,6:27:12,-1200,-20,22032,6:07:12,FALSE,,FALSE,59,59,0,12,0,21,21,0.050000000000000044
523,2011,57,75,Mamalahoe Waikaloa,co-ed - open,Co-Ed,Other,Open,Mamalahoe Waikaloa,Co-Ed - Open,75,6:27:48,6:27:48,23268,6:27:48,-1200,-20,22068,6:07:48,FALSE,,FALSE,59,59,0,12,0,21,21,0
524,2011,58,200,Kai Elua Outrigger Canoe Club,women - masters,Women,Other,Masters,Kai Elua,Women - Masters,200,6:33:26,6:33:26,23606,6:33:26,0,0,23606,6:33:26,FALSE,,FALSE,59,59,0,12,0,8,8,0
525,2011,59,134,Marina del Rey Outrigger Canoe Club,women - spec,Women,Spec,Open,Marina,Women - Spec,134,6:34:14,6:34:14,23654,6:34:14,0,0,23654,6:34:14,FALSE,,FALSE,59,59,0,12,0,12,12,0
283,2012,1,404,Lanakila Outrigger Canoe Club,women - unlimited,Women,Unlimited,Open,Lanakila,Women - Unlimited,404,4:28:45,4:28:45,16125,4:28:45,0,0,16125,4:28:45,FALSE,,FALSE,59,56,5,10,0.3333333333333333,5,5,1
284,2012,2,196,Imua Outrigger Canoe Club,women - unlimited,Women,Unlimited,Open,Imua Outrigger Canoe Club,Women - Unlimited,196,4:38:49,4:38:49,16729,4:38:49,0,0,16729,4:38:49,FALSE,,FALSE,59,56,5,10,0.3333333333333333,5,5,0.75
285,2012,3,3,Dana Outrigger Canoe Club,women - unlimited,Women,Unlimited,Open,Dana Outrigger Canoe Club,Women - Unlimited,3,4:44:44,4:44:44,17084,4:44:44,0,0,17084,4:44:44,FALSE,,FALSE,59,56,5,10,0.3333333333333333,5,5,0.5
286,2012,4,6,Hanohano Outrigger Canoe Club,women - spec,Women,Spec,Open,Hanohano Outrigger Canoe Club,Women - Spec,6,4:46:30,4:46:30,17190,4:46:30,0,0,17190,4:46:30,FALSE,,FALSE,59,56,5,10,0.3333333333333333,10,10,1
287,2012,5,808,Santa Barbara Outrigger Canoe Club,women - unlimited,Women,Unlimited,Open,Santa Barbara Outrigger Canoe Club,Women - Unlimited,808,4:51:09,4:51:09,17469,4:51:09,0,0,17469,4:51:09,FALSE,,TRUE,59,56,5,10,0.3333333333333333,5,5,0.25
288,2012,6,116,Lanakila Outrigger Canoe Club,women - spec,Women,Spec,Open,Lanakila Outrigger Canoe Club,Women - Spec,116,4:53:38,4:53:38,17618,4:53:38,0,0,17618,4:53:38,FALSE,,FALSE,59,56,5,10,0.3333333333333333,10,10,0.8888888888888888
289,2012,7,25,Kai Elua Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Kai Elua Outrigger Canoe Club,Co-Ed - Open,25,4:57:06,4:57:06,17826,4:57:06,-1200,-20,16626,4:37:06,FALSE,,FALSE,59,56,5,10,0.3333333333333333,28,25,1
290,2012,8,335,False Creek Racing Canoe Club,women - spec,Women,Spec,Open,False Creek Racing Canoe Club,Women - Spec,335,4:58:32,4:58:32,17912,4:58:32,0,0,17912,4:58:32,FALSE,,FALSE,59,56,5,10,0.3333333333333333,10,10,0.7777777777777778
291,2012,9,301,Newport Aquatic Center (NAC),co-ed - open,Co-Ed,Other,Open,Newport Aquatic Center (NAC),Co-Ed - Open,301,4:59:02,4:59:02,17942,4:59:02,-1200,-20,16742,4:39:02,FALSE,,FALSE,59,56,5,10,0.3333333333333333,28,25,0.9166666666666666
292,2012,10,132,Marina del Rey Outrigger Canoe Club,women - spec,Women,Spec,Open,Marina del Rey Outrigger Canoe Club,Women - Spec,132,5:00:28,5:00:28,18028,5:00:28,0,0,18028,5:00:28,FALSE,,FALSE,59,56,5,10,0.3333333333333333,10,10,0.6666666666666667
293,2012,11,88,Newport Aquatic Center (NAC),women - unlimited,Women,Unlimited,Open,Newport Aquatic Center (NAC),Women - Unlimited,88,5:05:36,5:05:36,18336,5:05:36,0,0,18336,5:05:36,FALSE,,FALSE,59,56,5,10,0.3333333333333333,5,5,0
294,2012,12,619,Kai Elua Outrigger Canoe Club,women - spec,Women,Spec,Open,Kai Elua Outrigger Canoe Club,Women - Spec,619,5:06:28,5:06:28,18388,5:06:28,0,0,18388,5:06:28,FALSE,,FALSE,59,56,5,10,0.3333333333333333,10,10,0.5555555555555556
295,2012,13,303,Tamalpias,co-ed - open,Co-Ed,Other,Open,Tamalpias,Co-Ed - Open,303,5:08:31,5:08:31,18511,5:08:31,-1200,-20,17311,4:48:31,FALSE,,FALSE,59,56,5,10,0.3333333333333333,28,25,0.875
296,2012,14,179,Hanohano Outrigger Canoe Club,women - masters,Women,Other,Masters,Hanohano Outrigger Canoe Club,Women - Masters,179,5:09:06,5:09:06,18546,5:09:06,0,0,18546,5:09:06,FALSE,,FALSE,59,56,5,10,0.3333333333333333,6,6,1
297,2012,15,94,Niumalu Canoe Club,women - spec,Women,Spec,Open,Niumalu Canoe Club,Women - Spec,94,5:11:14,5:11:14,18674,5:11:14,0,0,18674,5:11:14,FALSE,,FALSE,59,56,5,10,0.3333333333333333,10,10,0.4444444444444444
298,2012,16,18,San Diego Outrigger Canoe Club,women - bradley,Women,Other,Open,San Diego Outrigger Canoe Club,Women - Bradley,18,5:11:32,5:11:32,18692,5:11:32,0,0,18692,5:11:32,FALSE,,FALSE,59,56,5,10,0.3333333333333333,7,7,1
299,2012,17,58,Offshore Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Offshore Outrigger Canoe Club,Co-Ed - Open,58,5:12:09,5:12:09,18729,5:12:09,-1200,-20,17529,4:52:09,FALSE,,FALSE,59,56,5,10,0.3333333333333333,28,25,0.8333333333333334
300,2012,18,81,Offshore Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Offshore Outrigger Canoe Club,Co-Ed - Open,81,5:12:14,5:12:14,18734,5:12:14,-1200,-20,17534,4:52:14,FALSE,,FALSE,59,56,5,10,0.3333333333333333,28,25,0.7916666666666666
301,2012,19,33X,Hui Wa'a Outrigger Canoe Club,women - masters,Women,Other,Masters,Hui Waa Outrigger Canoe & Kayak,Women - Masters,33X,5:14:33,5:14:33,18873,5:14:33,0,0,18873,5:14:33,FALSE,,FALSE,59,56,5,10,0.3333333333333333,6,6,0.8
302,2012,19,28,Oceanside Outrigger Canoe Club,women - bradley,Women,Other,Open,Oceanside Outrigger Canoe Club,Women - Bradley,28,5:17:16,5:17:16,19036,5:17:16,0,0,19036,5:17:16,FALSE,,FALSE,59,56,5,10,0.3333333333333333,7,7,0.8333333333333334
303,2012,20,34C,Pale Kai Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Pale Kai Outrigger Canoe Club,Co-Ed - Open,34C,4:58:04,4:58:04,17884,4:58:04,-1200,-20,16684,4:38:04,FALSE,,FALSE,59,56,5,10,0.3333333333333333,28,25,0.9583333333333334
304,2012,21,104,Lanakila Outrigger Canoe Club,women - bradley,Women,Other,Open,Lanakila Outrigger Canoe Club,Women - Bradley,104,5:18:45,5:18:45,19125,5:18:45,0,0,19125,5:18:45,FALSE,,FALSE,59,56,5,10,0.3333333333333333,7,7,0.6666666666666667
305,2012,22,20,Ka Nai'a Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Ka Nai a Outrigger Canoe Club,Co-Ed - Open,20,5:19:33,5:19:33,19173,5:19:33,-1200,-20,17973,4:59:33,FALSE,,FALSE,59,56,5,10,0.3333333333333333,28,25,0.75
306,2012,23,19,Imua Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Imua Outrigger Canoe Club,Co-Ed - Open,19,5:20:21,5:20:21,19221,5:20:21,-1200,-20,18021,5:00:21,FALSE,,FALSE,59,56,5,10,0.3333333333333333,28,25,0.7083333333333333
307,2012,24,15,Kahakai Outrigger Canoe Club,women - bradley,Women,Other,Open,Kahakai Outrigger Canoe Club,Women - Bradley,15,5:20:21,5:20:21,19221,5:20:21,0,0,19221,5:20:21,FALSE,,FALSE,59,56,5,10,0.3333333333333333,7,7,0.5
308,2012,25,134,Marina del Rey Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Marina del Rey Outrigger Canoe Club,Co-Ed - Open,134,5:21:12,5:21:12,19272,5:21:12,-1200,-20,18072,5:01:12,FALSE,,FALSE,59,56,5,10,0.3333333333333333,28,25,0.6666666666666667
309,2012,26,54,Gorge Rowing and Paddling Centre,women - bradley,Women,Other,Open,Gorge Rowing and Paddling Centre,Women - Bradley,54,5:21:33,5:21:33,19293,5:21:33,0,0,19293,5:21:33,FALSE,,FALSE,59,56,5,10,0.3333333333333333,7,7,0.33333333333333337
310,2012,27,2,Hanohano Outrigger Canoe Club,women - bradley,Women,Other,Open,Hanohano Outrigger Canoe Club,Women - Bradley,2,5:28:11,5:28:11,19691,5:28:11,0,0,19691,5:28:11,FALSE,,FALSE,59,56,5,10,0.3333333333333333,7,7,0.16666666666666663
311,2012,28,48,Kahakai Outrigger Canoe Club,women - senior masters,Women,Other,Senior Masters,Kahakai Outrigger Canoe Club,Women - Senior Masters,48,5:29:03,5:29:03,19743,5:29:03,0,0,19743,5:29:03,FALSE,,FALSE,59,56,5,10,0.3333333333333333,2,2,1
312,2012,29,144,Outrigger Santa Cruz,women - masters,Women,Other,Masters,Outrigger Santa Cruz,Women - Masters,144,5:30:57,5:30:57,19857,5:30:57,0,0,19857,5:30:57,FALSE,,FALSE,59,56,5,10,0.3333333333333333,6,6,0.6
313,2012,30,159,False Creek Racing Canoe Club,women - masters,Women,Other,Masters,False Creek Racing Canoe Club,Women - Masters,159,5:32:01,5:32:01,19921,5:32:01,0,0,19921,5:32:01,FALSE,,FALSE,59,56,5,10,0.3333333333333333,6,6,0.4
314,2012,31,5,Dana Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Dana Outrigger Canoe Club,Co-Ed - Open,5,5:33:57,5:33:57,20037,5:33:57,-1200,-20,18837,5:13:57,FALSE,,FALSE,59,56,5,10,0.3333333333333333,28,25,0.625
315,2012,32,9,Dana Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Dana Outrigger Canoe Club,Co-Ed - Open,9,5:34:09,5:34:09,20049,5:34:09,-1200,-20,18849,5:14:09,FALSE,,FALSE,59,56,5,10,0.3333333333333333,28,25,0.5833333333333333
316,2012,33,16,Imua Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Imua Outrigger Canoe Club,Co-Ed - Open,16,5:34:26,5:34:26,20066,5:34:26,-1200,-20,18866,5:14:26,FALSE,,FALSE,59,56,5,10,0.3333333333333333,28,25,0.5416666666666667
317,2012,34,14,Dana Outrigger Canoe Club,women - senior masters,Women,Other,Senior Masters,Dana Outrigger Canoe Club,Women - Senior Masters,14,5:34:36,5:34:36,20076,5:34:36,0,0,20076,5:34:36,FALSE,,FALSE,59,56,5,10,0.3333333333333333,2,2,0
318,2012,35,93,Kai Elua Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Kai Elua Outrigger Canoe Club,Co-Ed - Open,93,5:34:52,5:34:52,20092,5:34:52,-1200,-20,18892,5:14:52,FALSE,,FALSE,59,56,5,10,0.3333333333333333,28,25,0.5
319,2012,36,117,Lanakila Outrigger Canoe Club,women - spec,Women,Spec,Open,Lanakila Outrigger Canoe Club,Women - Spec,117,5:35:11,5:35:11,20111,5:35:11,0,0,20111,5:35:11,FALSE,,FALSE,59,56,5,10,0.3333333333333333,10,10,0.33333333333333337
320,2012,37,4,Dana Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Dana Outrigger Canoe Club,Co-Ed - Open,4,5:35:49,5:35:49,20149,5:35:49,-1200,-20,18949,5:15:49,FALSE,,FALSE,59,56,5,10,0.3333333333333333,28,25,0.45833333333333337
321,2012,38,169,Hanohano Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Hanohano Outrigger Canoe Club,Co-Ed - Open,169,5:37:36,5:37:36,20256,5:37:36,-1200,-20,19056,5:17:36,FALSE,,FALSE,59,56,5,10,0.3333333333333333,28,25,0.41666666666666663
322,2012,39,31,Ka Nai'a Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Ka Nai a Outrigger Canoe Club,Co-Ed - Open,31,5:38:04,5:38:04,20284,5:38:04,-1200,-20,19084,5:18:04,FALSE,,FALSE,59,56,5,10,0.3333333333333333,28,25,0.375
323,2012,40,27,Imua Outrigger Canoe Club,women - masters,Women,Other,Masters,Imua Outrigger Canoe Club,Women - Masters,27,5:38:27,5:38:27,20307,5:38:27,0,0,20307,5:38:27,FALSE,,FALSE,59,56,5,10,0.3333333333333333,6,6,0.19999999999999996
324,2012,41,333,Offshore Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Offshore Outrigger Canoe Club,Co-Ed - Open,333,5:38:32,5:38:32,20312,5:38:32,-1200,-20,19112,5:18:32,FALSE,,FALSE,59,56,5,10,0.3333333333333333,28,25,0.33333333333333337
325,2012,42,151,Oceanside Outrigger Canoe Club,women - spec,Women,Spec,Open,Oceanside Outrigger Canoe Club,Women - Spec,151,5:39:08,5:39:08,20348,5:39:08,0,0,20348,5:39:08,FALSE,,FALSE,59,56,5,10,0.3333333333333333,10,10,0.2222222222222222
326,2012,43,141,Santa Barbara Outrigger Canoe Club,co-ed - open,Co-Ed,Other,Open,Santa Barbara Outrigger Canoe Club,Co-Ed - Open,141,5:41:41,5:41:41,20501,5:41:41,-1200,-20,19301,5:21:41,FALSE,,TRUE,59,56,5,10,0.3333333333333333,28,25,0.29166666666666663
